created_at,text
Mon Oct 26 01:36:13 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:14 +0000 2020,RT @GFiuza_Oficial: O STF vai aprovar a obrigatoriedade da vacina no grito? O único FATO hoje é q a taxa de letalidade e os grupos vulneráv…
Mon Oct 26 01:36:14 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO https://t.c…"
Mon Oct 26 01:36:14 +0000 2020,"RT @RogerioCorreia_: Lido na internet, perfeito:

Bolsonaro tem menos amor pelos bolsominions que um pecuarista tem pelo seu gado. O pecuar…"
Mon Oct 26 01:36:14 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:14 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:16 +0000 2020,@Vicente02940589 Eu acho que população merece uma explicação sobre isso. Como fazer um convênio sobre a vacina se o… https://t.co/Q1LyCCKHug
Mon Oct 26 01:36:16 +0000 2020,"RT @tuquita128: Bolsonaro está dando bastante corda em breve veremos esse eunuco napoleônico cair do seu pônei branco
Essa canalhice de Dór…"
Mon Oct 26 01:36:17 +0000 2020,RT @dimacgarcia: Quem defendeu que a cloroquina não tinha comprovação científica não tem autoridade para defender uma vacina recém criada.…
Mon Oct 26 01:36:17 +0000 2020,Maduro anuncia a vacina da Venezuela “altamente eficaz” contra o vírus https://t.co/JhpUjA7jZd
Mon Oct 26 01:36:18 +0000 2020,acabei d ver uma máscara por 50 reais pra pagar esse valor eu espero  no mínimo q a vacina venha junto
Mon Oct 26 01:36:18 +0000 2020,"@jdoriajr.
O Sr., também vai tomar a vacina?"
Mon Oct 26 01:36:18 +0000 2020,RT @jose_simao: Bolsonaro faz post com cão:”vacina obrigatória só no Faísca”. No caso dele morder o cachorro!
Mon Oct 26 01:36:18 +0000 2020,RT @alanaddsousa: quando a vacina sair
Mon Oct 26 01:36:20 +0000 2020,RT @republica_ctba: Doria estuda acionar STF para obrigar Bolsonaro a bancar vacina chinesa https://t.co/GxbJ0qc1Ug
Mon Oct 26 01:36:24 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:24 +0000 2020,@ggukhello Vacina
Mon Oct 26 01:36:24 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO https://t.c…"
Mon Oct 26 01:36:25 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:25 +0000 2020,vacina com certeza
Mon Oct 26 01:36:25 +0000 2020,"@RodrigoMaia Pô Maia,  tá se sacanagem.  Você não abre logo o processo de Impeachment e fica ai de comentários.  Re… https://t.co/ccFPnX1fsc"
Mon Oct 26 01:36:25 +0000 2020,"RT @guggenheim1071: @STF_oficial NÃO EXISTE VACINA! Essa é a explicação. Se eu sei, como o Ministro não? Ouça o médico senhor ministro. htt…"
Mon Oct 26 01:36:25 +0000 2020,"RT @AiltonBenedito: Sequer existe vacina contra o #Covid19. Há hipóteses, projetos, especulações, que futuramente podem se transformar em v…"
Mon Oct 26 01:36:27 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:28 +0000 2020,"RT @costa_major: Ainda não temos vacina, ainda não temos remédio mas os mesmos políticos da turma do ""FIQUE EM CASA"" agora estão todos os d…"
Mon Oct 26 01:36:29 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:30 +0000 2020,"RT @Luis_R_Oficial: Se o vírus veio da China e funciona, por que a vacina não funcionaria? 

Dilma Rousseff

#DoriaVaiCair"
Mon Oct 26 01:36:30 +0000 2020,@ggukhello tomar vacina tirar sangue é uma delícia
Mon Oct 26 01:36:30 +0000 2020,"RT @Luis_R_Oficial: Se o vírus veio da China e funciona, por que a vacina não funcionaria? 

Dilma Rousseff

#DoriaVaiCair"
Mon Oct 26 01:36:31 +0000 2020,"@Spy0081 Pazuello acertando vacina com Dória, Ramos palestrando na Lide... É isso mesmo, Presidente @jairbolsonaro ?"
Mon Oct 26 01:36:32 +0000 2020,A vacina da China:  https://t.co/BdxLJkdMBE
Mon Oct 26 01:36:32 +0000 2020,RT @Gisaieira: Vão vendo.A população do Brasil toda tem que sair em 1 de outubro contra a vachina.O STF esquerdista está se preparando para…
Mon Oct 26 01:36:32 +0000 2020,"@belini @OsmarTerra Eu deveria ter escrito entre aspas.
Estava me referindo a uma fala dele .
Claro que não pode ha… https://t.co/nLti7Jthk8"
Mon Oct 26 01:36:32 +0000 2020,RT @TiaDoZap5: Qual sua opinião sobre tomar a vacina?
Mon Oct 26 01:36:33 +0000 2020,"RT @Luis_R_Oficial: Se o vírus veio da China e funciona, por que a vacina não funcionaria? 

Dilma Rousseff

#DoriaVaiCair"
Mon Oct 26 01:36:33 +0000 2020,"RT @folha: 💉 O GOVERNADOR, O PRESIDENTE E A VACINA 💉

Você se lembra? Em 2008, a animosidade política não impediu que um governador de São…"
Mon Oct 26 01:36:33 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:33 +0000 2020,"RT @GFiuza_Oficial: Pergunta inocente: algum desses que estão dando ""notícias"" sobre vacina que não existe tem ""parceria"" com algum interes…"
Mon Oct 26 01:36:34 +0000 2020,"RT @MoacyreSandra: @TiaDoZap5 Vacina obrigatória somente para pessoas que tem deficiência mental, desde que esteja devidamente aprovada por…"
Mon Oct 26 01:36:34 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:37 +0000 2020,"RT @Luis_R_Oficial: Se o vírus veio da China e funciona, por que a vacina não funcionaria? 

Dilma Rousseff

#DoriaVaiCair"
Mon Oct 26 01:36:37 +0000 2020,"RT @GustavoMCAmorim: @PATRlOTAS @g_garc2 Aqui só maluco discute, o PR já deu a real, agora assim como ninguém ficou em casa, ninguém vai to…"
Mon Oct 26 01:36:38 +0000 2020,"@wallowslipa vacina é uma bomba.. o braço dói até depois, sangue e só a picadinha e dps fica sussa"
Mon Oct 26 01:36:39 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:39 +0000 2020,"RT @BolsoTrumpRaiz: NÃO RIA PORFAVOR!!!
""Se o vírus veio da China e funciona, por que a vacina não funcionaria?""
ASS: DILMA ROUSSEFF"
Mon Oct 26 01:36:40 +0000 2020,@pretomourao kkkkkk vamo beber a vacina?
Mon Oct 26 01:36:43 +0000 2020,"RT @jairbolsonaro: - Boa noite a todos.
- Vacina obrigatória só aqui no Faísca. https://t.co/GSnqIapxJe"
Mon Oct 26 01:36:43 +0000 2020,"RT @pauloeneas: Pergunta básica: os chineses já foram imunizados com a vacina chinesa que João Doria quer trazer para o Brasil, contando co…"
Mon Oct 26 01:36:44 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:45 +0000 2020,"RT @Debora_D_Diniz: Arroz é comida de sobrevivência. 
Vacinação é esperança de futuro. 

No mesmo dia, Bolsonaro ironizou os dois. Mandou c…"
Mon Oct 26 01:36:45 +0000 2020,"nenhum, mas eu tenho a sensação de que a vacina me incomoda mais depois do que a retirada de sangue"
Mon Oct 26 01:36:45 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:46 +0000 2020,"RT @AMAROK_LUPPUS: Coisas do senhor gestor de SP, que quer bancar o 'salvador da patria', unicamente para ser 'A opção desse povo que ele t…"
Mon Oct 26 01:36:47 +0000 2020,"Gratidão. @AlessandroLoio2 pelos esclarecimentos sobre o tema vacinação. Em momentos como este, a informação é o ma… https://t.co/EofS3Utrj2"
Mon Oct 26 01:36:47 +0000 2020,@Clbarreto1 @hmaxrj @MarcoIazzet @o_antagonista 1- A astrazeneca não é estadunidense (biontech tbm não mas faz parc… https://t.co/7YR5hrXI6E
Mon Oct 26 01:36:47 +0000 2020,"RT @mitags: Se STF não está nem aí para o que está acontecendo com o povo nas comunidades que ficaram à mercê das Facções Criminosas, algué…"
Mon Oct 26 01:36:47 +0000 2020,"tw//agulha sangue

.
.
.
.
.
.
.
.
.

a sla eu nao me incomodo com nenhum dos dois

inclusive teve uma vez q eu tiv… https://t.co/yUod8sdZ09"
Mon Oct 26 01:36:47 +0000 2020,RT @29Mattos: - #DoriaVaiCair - Russomanno manda recado a Doria sobre vacina chinesa: “O paulistano não é cobaia” https://t.co/jKyWE8YiO8
Mon Oct 26 01:36:48 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:48 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:50 +0000 2020,"RT @MajorVitorHugo: Qdo vejo a dupla @jdoriajr e @RodrigoMaia agindo na mesma direção - nesse momento, no q tange à vacina - enxergo o pior…"
Mon Oct 26 01:36:50 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO https://t.c…"
Mon Oct 26 01:36:51 +0000 2020,TOMA NO RABO JOÃOZINHO DA CORONAVAGI CONTINUA SENDO O MAIOR GENOCIDA DO BRASIL 157 MIL INOCENTES MORTOS 😷😷😷😷
Mon Oct 26 01:36:52 +0000 2020,"RT @Luis_R_Oficial: Se o vírus veio da China e funciona, por que a vacina não funcionaria? 

Dilma Rousseff

#DoriaVaiCair"
Mon Oct 26 01:36:54 +0000 2020,"RT @PGEleftheriou: Protestos em Londres, contra a ""vacina"" https://t.co/uNzUEZQgDV"
Mon Oct 26 01:36:56 +0000 2020,RT @nikolas_dm: Por um Brasil que esquerdista toma vacina primeiro e se muda pra Cuba.
Mon Oct 26 01:36:56 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:36:57 +0000 2020,"RT @Debora_D_Diniz: Arroz é comida de sobrevivência. 
Vacinação é esperança de futuro. 

No mesmo dia, Bolsonaro ironizou os dois. Mandou c…"
Mon Oct 26 01:36:57 +0000 2020,@ifsravicat depende da vacina tbm né amor
Mon Oct 26 01:36:59 +0000 2020,"RT @RogerioCorreia_: Lido na internet, perfeito:

Bolsonaro tem menos amor pelos bolsominions que um pecuarista tem pelo seu gado. O pecuar…"
Mon Oct 26 01:37:00 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:01 +0000 2020,pré vacina pq eu sou louca
Mon Oct 26 01:37:02 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:02 +0000 2020,RT @_sfabrim: Vamo agilizar essa vacina do caralho
Mon Oct 26 01:37:04 +0000 2020,"RT @os7minutos: @AlbuquerqueDavy eles vão conseguir vacinar todo mundo, l vai ser simples: pra ir à algum lugar público vc será obrigado a…"
Mon Oct 26 01:37:04 +0000 2020,@oliveiraagabyyy KKKKKKKKKKKKKKKK eu choro nos dois mas vacina eh mais desesperador
Mon Oct 26 01:37:05 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:05 +0000 2020,"eu aconselho este canalha, ladrão condenado a formalizar este pedido em público com um microfone na mão na Praça da… https://t.co/aNJStXdF2Q"
Mon Oct 26 01:37:07 +0000 2020,"RT @Justiceiro367: Acho q o Collor confiscou o vírus das pessoas, ele faz aglomeração e nada acontece... Que estranho, será q já chegou vac…"
Mon Oct 26 01:37:08 +0000 2020,RT @29Mattos: - #DoriaVaiCair - Russomanno manda recado a Doria sobre vacina chinesa: “O paulistano não é cobaia” https://t.co/jKyWE8YiO8
Mon Oct 26 01:37:08 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:08 +0000 2020,"RT @GFiuza_Oficial: Pergunta inocente: algum desses que estão dando ""notícias"" sobre vacina que não existe tem ""parceria"" com algum interes…"
Mon Oct 26 01:37:10 +0000 2020,"RT @oatila: Temos 6 meses de adianto pra saber que o inverno que vem vai ser complicado. No começo do ano, desperdiçamos 3 meses de aviso.…"
Mon Oct 26 01:37:11 +0000 2020,"É sociopatia. Este cara é, sim,  corrupto, vagabundo, mau caráter.  Mas, diferente de muitos que tb o são, ele tem… https://t.co/O8HlJRZzVS"
Mon Oct 26 01:37:14 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:14 +0000 2020,"Pazuello acertando vacina com Dória, Ramos palestrando na Lide... É isso mesmo, Presidente @jairbolsonaro ?"
Mon Oct 26 01:37:17 +0000 2020,"@ggukhello vacina, tirar sangue é dboa
https://t.co/OaBW9VTybr"
Mon Oct 26 01:37:17 +0000 2020,"RT @PGEleftheriou: Protestos em Londres, contra a ""vacina"" https://t.co/uNzUEZQgDV"
Mon Oct 26 01:37:17 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:18 +0000 2020,"RT @criticanac: Ao afirmar que a vacina chinesa não oferece credibilidade, o Presidente Bolsonaro deixou claro que ele foi eleito para chef…"
Mon Oct 26 01:37:18 +0000 2020,RT @lanaflowerz: Nunca comi uma vacina eficaz contra o corona vírus
Mon Oct 26 01:37:19 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:20 +0000 2020,"RT @tuquita128: Bolsonaro está dando bastante corda em breve veremos esse eunuco napoleônico cair do seu pônei branco
Essa canalhice de Dór…"
Mon Oct 26 01:37:20 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:21 +0000 2020,China fecha acordo com a Sueca AstraZeneca para fornecer vacina contra covid-19 para população chinesa - Folha da P… https://t.co/z4LOkihoER
Mon Oct 26 01:37:21 +0000 2020,Depois itaberinos chamam o presidente de genocida... Parabéns pra você 👏🏼👏🏼👏🏼
Mon Oct 26 01:37:21 +0000 2020,"RT @alwaysb4d: Os cara pagando milhoes em vacina e comprei uma por 3 conto, tudo otario https://t.co/KTsXGcixxb"
Mon Oct 26 01:37:22 +0000 2020,"@ggukhello vacina
#AFazenda12  #AFazenda
#follotrick #folllowme
https://t.co/pMp82IoSjZ"
Mon Oct 26 01:37:22 +0000 2020,"RT @jmjnto: Inúmeros protestos contra a vacina chinesa e novas medidas de lockdown aconteceram nesse fds em toda Europa, Australia e Canadá…"
Mon Oct 26 01:37:22 +0000 2020,@DanielFmg01 @RischiaH @agatagr_ @jairbolsonaro Você não acha ruim morrer centenas de pessoas todos os dias? Em alg… https://t.co/eeVIV9uOy6
Mon Oct 26 01:37:23 +0000 2020,"RT @lfpncnUS: @JanainaDoBrasil Será que ele vai aplicar o mesmo conceito da vacina??!? “Comprar é uma coisa, aplicar é outra”!"
Mon Oct 26 01:37:24 +0000 2020,@dr_furlan @aliriogabriel Tem vacina do Covid aí? Eu também queria...
Mon Oct 26 01:37:24 +0000 2020,RT @TiaDoZap5: Qual sua opinião sobre tomar a vacina?
Mon Oct 26 01:37:25 +0000 2020,"RT @alwaysb4d: Os cara pagando milhoes em vacina e comprei uma por 3 conto, tudo otario https://t.co/KTsXGcixxb"
Mon Oct 26 01:37:26 +0000 2020,"RT @GFiuza_Oficial: Dória pede grandeza, Lula pede honestidade e China pede transparência. Tem coisa que nem vacina-relâmpago resolve."
Mon Oct 26 01:37:26 +0000 2020,RT @CarlaZambelli38: Análise independente da Universidade de Bristol divulgada em 22/10 mostra que Vacina de Oxford está no caminho certo.…
Mon Oct 26 01:37:26 +0000 2020,eu tenho uma coisa muito ??? com isso de agulha que desde quando eu era criança eu queria me mostrar forte e sem me… https://t.co/x5Fxv5gDSK
Mon Oct 26 01:37:26 +0000 2020,RT @professorigor: 116 anos depois acontece a segunda Revolta da Vacina! https://t.co/5Av5Mi74mi
Mon Oct 26 01:37:27 +0000 2020,"@CamaradaHidalgo Cara, se quiser se divertir, vai lá ler os comentários do vídeo da vacina, só pérolas!"
Mon Oct 26 01:37:29 +0000 2020,"RT @pauloeneas: Pergunta básica: os chineses já foram imunizados com a vacina chinesa que João Doria quer trazer para o Brasil, contando co…"
Mon Oct 26 01:37:29 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:30 +0000 2020,"RT @isisabreuashtar: O vírus veio da China.
A China vendeu testes.
A China vendeu os respiradores. 
A China vendeu as máscaras.
A China aum…"
Mon Oct 26 01:37:31 +0000 2020,@ggukhello vacina https://t.co/cb3reV8lIj
Mon Oct 26 01:37:31 +0000 2020,RT @DaConservadora: Vacina obrigatória? Será mais ou menos assim?🧐 https://t.co/NqYr2p4mj4
Mon Oct 26 01:37:32 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:33 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:33 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:33 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:33 +0000 2020,a vacina
Mon Oct 26 01:37:34 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:34 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:34 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:34 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:34 +0000 2020,RT @broteibraba: @igorrealequatro será se 2021 vai trazer a calma que o ariano precisa????? mais fácil trazer a vacina e derrubar o bolsona…
Mon Oct 26 01:37:34 +0000 2020,"RT @alwaysb4d: Os cara pagando milhoes em vacina e comprei uma por 3 conto, tudo otario https://t.co/KTsXGcixxb"
Mon Oct 26 01:37:37 +0000 2020,"RT @jmjnto: Inúmeros protestos contra a vacina chinesa e novas medidas de lockdown aconteceram nesse fds em toda Europa, Australia e Canadá…"
Mon Oct 26 01:37:37 +0000 2020,@ggukhello vacina adoro tirar sangue
Mon Oct 26 01:37:38 +0000 2020,"A mais promissora,fora sinovac.🇧🇷🇧🇷🇧🇷😎"
Mon Oct 26 01:37:38 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:39 +0000 2020,RT @ArleteKN: Exatamente! Vacine primeiro o seu povo em massa ! Depois venham vacinar os brasileiros!
Mon Oct 26 01:37:39 +0000 2020,RT @verdeamarelou: Compartilhando
Mon Oct 26 01:37:41 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:43 +0000 2020,"RT @TrumpMargareth: Laqueadura pra mulher jovem não pode, aborto pode.

Internação compulsória para drogado não pode, vacina obrigatória po…"
Mon Oct 26 01:37:43 +0000 2020,"RT @AiltonBenedito: @GFiuza_Oficial As autodeclaradas “agências de checagem de fatos de fatos” garantem que a suposta vacina, baseada na “c…"
Mon Oct 26 01:37:44 +0000 2020,#NaoSomosCobaiasDaChina
Mon Oct 26 01:37:45 +0000 2020,"Não basta ser Botafoguense e não saber quando vai ter CT.
Tem que ser Gonçalense e ver a linha 4 do metrô sair ante… https://t.co/FUl2VxMm6H"
Mon Oct 26 01:37:45 +0000 2020,RT @diogo4435: Só peço a vacina contra o vírus para que finalmente possa voltar a viver normalmente 🙏🏼
Mon Oct 26 01:37:45 +0000 2020,"@RodrigoP_Alves @filipetr o Filipe é a vacina do covid em forma humana, já quero a picada kkkk"
Mon Oct 26 01:37:46 +0000 2020,"RT @o_protagonista3: O vírus da China mata!!
A máscara da China não funciona!
O teste da China não funciona!
O respirador da China não func…"
Mon Oct 26 01:37:47 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:47 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO https://t.c…"
Mon Oct 26 01:37:47 +0000 2020,"RT @jairbolsonaro: - Não se justifica um bilionário aporte financeiro num medicamento que sequer ultrapassou sua fase de testagem.

- Diant…"
Mon Oct 26 01:37:47 +0000 2020,"RT @mysticamagya10: Bolsonarista twitando que não vai tomar vacina chinesa, teclando em seu xiaomi. Hipócrita que chama?"
Mon Oct 26 01:37:48 +0000 2020,"RT @LuizCamargoVlog: Se o vírus foi criado em laboratório ou se surgiu naturalmente, ñ importa, o Governo Chinês foi 100% responsável por s…"
Mon Oct 26 01:37:49 +0000 2020,"RT @cartamaior: Espanha decreta toque de recolher em todo país p/conter a 2ª onda; Itália fecha bares às 18 hs,interdita cines e teatros, p…"
Mon Oct 26 01:37:49 +0000 2020,"RT @alwaysb4d: Os cara pagando milhoes em vacina e comprei uma por 3 conto, tudo otario https://t.co/KTsXGcixxb"
Mon Oct 26 01:37:49 +0000 2020,"RT @bernardokuster2: Se a vacinação contra o vírus chinês se tornar de alguma maneira obrigatória, a única solução é a resistência popular…"
Mon Oct 26 01:37:49 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO"
Mon Oct 26 01:37:50 +0000 2020,"RT @AMAROK_LUPPUS: Coisas do senhor gestor de SP, que quer bancar o 'salvador da patria', unicamente para ser 'A opção desse povo que ele t…"
Mon Oct 26 01:37:51 +0000 2020,"RT @biellca: OS CARAS MUDARAM UM PRÉDIO DE LUGAR E VOCÊS ACHAM QUE NÃO VOU TOMAR A VACINA DELES?
MEU AMIGO, TOMA AQUI MEU BRAÇO https://t.c…"
Mon Oct 26 01:37:51 +0000 2020,eu tô mto na beira de fazer isso na moral
Mon Oct 26 01:37:51 +0000 2020,Vamos enfiar essa agulha no rabo de quem apoia o lixo chamado de vacina por alguns corruptos no Brasil que sabotam… https://t.co/qYcdfuvgAm
Mon Oct 26 01:37:51 +0000 2020,Deve ser mt loco morar na nova Zelândia e acompanhar o movimento anti Vax porém anti Vax que justifica não precisar… https://t.co/qT5QmJjX3F
Mon Oct 26 01:37:51 +0000 2020,@VlogdoLisboa Pode até ser...mas a medicina avançou muito...talvez em 2 anos teremos uma boa vacina.
Mon Oct 26 01:37:52 +0000 2020,vacina eu surto
